segment,covariate,lineage,celltype,analysis_type,n_categories_tested,categories_tested,n_samples,n_donors,n_datasets,omega_squared,kruskal_p_value,highest_median_pct_category,highest_median_within_lineage_pct,lowest_median_pct_category,lowest_median_within_lineage_pct,n_datasets_with_multiple_categories,n_datasets_with_two_categories_each_n_ge_5,within_study_contrast_supported,spearman_age_rho,spearman_age_p_value,kruskal_fdr_within_segment_covariate,spearman_age_fdr_within_segment_covariate
colon,age_range,epithelial,Tuft Cells,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.030911964312632642,0.13475024195390642,40-49,1.0531267293857223,60-69,0.0,11,3,True,-0.12932273265583014,0.1801677980402923,0.20105591656614608,0.28704700026758434
colon,age_range,epithelial,Tuft Progenitors,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.13654094606724596,0.0027820354697677702,40-49,0.41175074586384597,0-9,0.0,11,3,True,-0.37926659187585765,4.761403379171729e-05,0.01376375442937739,0.0007459531960702376
colon,age_range,epithelial,Villus Tip Enterocytes,inferential,7,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69,109,61,12,0.0,0.6403585043679438,0-9,0.0,0-9,0.0,11,3,True,0.016611728792147794,0.8638747449763405,0.6918816024205371,0.9070440557456028
colon,age_range,lymphoid,CD4 Memory,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.09345609497985698,0.011659751098189761,50-59,5.293005671077505,0-9,0.5,11,3,True,0.2733886972037321,0.0010375789217510554,0.03779367597344267,0.005418467702477734
colon,age_range,lymphoid,CD4 Naive,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.06434723816687961,0.0734071135862895,0-9,4.28380187416332,60-69,0.09499683343888536,11,3,True,-0.2593587975005287,0.0018987913841631654,0.12820221853343255,0.008499351910063693
colon,age_range,lymphoid,CD4 Tfh,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.0,0.497343689462438,0-9,3.932584269662921,60-69,0.9523809523809524,11,3,True,-0.014073329202362095,0.8684464363521729,0.5500036095231667,0.9070440557456028
colon,age_range,lymphoid,CD4 Tfr,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.010998420506702257,0.4196830603779928,0-9,0.45632333767926986,20-29,0.0,11,3,True,0.09472842356485789,0.26384919965490644,0.4931275959441415,0.3936797582152572
colon,age_range,lymphoid,CD4 Th17,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.00023825520610025455,0.35593210564987077,50-59,4.768300873069174,0-9,2.127110996519273,11,3,True,0.11839315765640891,0.16203816795121986,0.4289438196293314,0.2690141476908808
colon,age_range,lymphoid,CD4 Tr1,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.010992161901563572,0.29866609751288187,30-39,0.24616491061883136,50-59,0.0,11,3,True,0.07205388205412422,0.3958364233698538,0.3743281755494786,0.5338653538736035
colon,age_range,lymphoid,CD4 pTreg,inferential,8,0-9 | 10-19 | 20-29 | 30-39 | 40-49 | 50-59 | 60-69 | 70-79,141,81,14,0.0,0.4789751381167566,40-49,1.0978904616660428,60-69,0.2896451846488052,11,3,True,0.08714997596167263,0.3041411120144036,0.535995987892561,0.43983483891313746
