celltype,short_name,role,unit,exclude_datasets,min_sample_cells,min_ct_cells,n_ids_A,n_ids_B,mean_CLR_A,mean_CLR_B,delta_CLR,ci_lo,ci_hi,p_value,n_datasets,id_col,left_out,analysis,delta_all,delta_shift,same_sign
CD8 IEL,CD8 IEL,negative_control,sample,Lee2020,,,35,11,0.5540710895752183,0.7772343645751548,0.2231632749999365,-0.5504401665233997,1.044053930823032,0.718410525181512,15,sample_id,Lee2020,lodo,0.2636890042559594,-0.040525729256022935,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Lee2020,,,30,8,-0.016096742552610555,0.05406210313613766,0.07015884568874821,-0.17208482499739766,0.39530283503069985,0.8889240195186462,13,sample_id,Lee2020,lodo,0.08277409732187474,-0.012615251633126531,True
Paneth Cells,Paneth cells,negative_control,sample,Lee2020,,,68,17,0.003866795577700018,-0.22653261801475266,-0.23039941359245267,-0.3613613096479407,-0.10307272339470021,0.008532600661654066,14,sample_id,Lee2020,lodo,-0.22746175844066202,-0.002937655151790647,True
CD4 Tfr,Tfr,featured,sample,Luoma2020,,,34,11,-0.3196124626726964,-0.4430808599873679,-0.12346839731467152,-0.43786290453713284,0.1563641663128322,0.5881605558019922,15,sample_id,Luoma2020,lodo,-0.08272730242480325,-0.04074109488986827,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Luoma2020,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Luoma2020,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Luoma2020,,,30,8,0.19234217267641893,-0.0832644329473761,-0.275606605623795,-0.5168023755262964,-0.06383584248348935,0.519332009724905,13,sample_id,Luoma2020,lodo,-0.26718707527804736,-0.008419530345747661,True
Tuft Progenitors,Tuft progenitors,featured,sample,Luoma2020,,,68,17,-0.010349790062354631,-0.09728411346556329,-0.08693432340320865,-0.2848270761534913,0.1505611216226007,0.016710885604625445,14,sample_id,Luoma2020,lodo,-0.08610899874308402,-0.0008253246601246378,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Luoma2020,,,68,17,0.07545961191731604,0.2246964897124307,0.14923687779511466,-0.2715254706092772,0.6198700378781072,0.5688887129432352,14,sample_id,Luoma2020,lodo,0.15251389965465845,-0.0032770218595437883,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Luoma2020,,,68,17,0.10837825215070235,0.3011996445554728,0.19282139240477048,-0.2551858217937048,0.6667453787410542,0.6152182715969723,14,sample_id,Luoma2020,lodo,0.18134448557572372,0.011476906829046757,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Luoma2020,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Luoma2020,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Luoma2020,,,68,17,0.3663918973761128,0.09206152329138968,-0.2743303740847231,-0.696376539678046,0.24175868696049996,0.0032364261383283043,14,sample_id,Luoma2020,lodo,-0.2627410012120709,-0.011589372872652215,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Luoma2020,,,68,17,0.2864403447651848,-0.08547995490896622,-0.371920299674151,-0.6969825238383416,0.016575105433224973,0.00016985076382278324,14,sample_id,Luoma2020,lodo,-0.36261525687609675,-0.009305042798054275,True
CD8 IEL,CD8 IEL,negative_control,sample,Luoma2020,,,34,11,0.5028538162178001,0.7772343645751548,0.2743805483573547,-0.4659034310317844,1.0755157566761473,0.6250725636771647,15,sample_id,Luoma2020,lodo,0.2636890042559594,0.010691544101395278,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Luoma2020,,,30,8,-0.027380285057203076,0.05406210313613766,0.08144238819334074,-0.16710866977558853,0.4126930152069069,0.7383898769338219,13,sample_id,Luoma2020,lodo,0.08277409732187474,-0.0013317091285340033,True
Paneth Cells,Paneth cells,negative_control,sample,Luoma2020,,,68,17,0.002110472590398364,-0.22653261801475266,-0.22864309060515103,-0.35969943952159456,-0.10129564629667392,0.010565720737794592,14,sample_id,Luoma2020,lodo,-0.22746175844066202,-0.001181332164489013,True
CD4 Tfr,Tfr,featured,sample,Martin2019,,,35,11,-0.34307788997940664,-0.4430808599873679,-0.10000297000796127,-0.40108739739457,0.1761825335699375,0.5030772226625932,15,sample_id,Martin2019,lodo,-0.08272730242480325,-0.017275667583158016,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Martin2019,,,19,9,-0.07844738590868094,0.041974052121634936,0.12042143803031588,-0.28394145086320416,0.5523758144093782,1.0,8,sample_id,Martin2019,lodo,0.11730983099404514,0.0031116070362707388,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Martin2019,,,30,8,0.1969197238792027,-0.0832644329473761,-0.2801841568265788,-0.5097326916268875,-0.08979208539086668,0.3887532366749509,13,sample_id,Martin2019,lodo,-0.26718707527804736,-0.012997081548531464,True
Tuft Progenitors,Tuft progenitors,featured,sample,Martin2019,,,69,17,-0.010199793104929163,-0.09728411346556329,-0.08708432036063413,-0.29789625418477506,0.17215925021349182,0.01428573304232658,14,sample_id,Martin2019,lodo,-0.08610899874308402,-0.0009753216175501095,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Martin2019,,,69,17,0.07436599435329702,0.2246964897124307,0.15033049535913368,-0.2361565261658242,0.6366909018096648,0.5283838674735478,14,sample_id,Martin2019,lodo,0.15251389965465845,-0.0021834042955247712,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Martin2019,,,69,17,0.12272947007124452,0.3011996445554728,0.1784701744842283,-0.24564888051217634,0.6776408256101293,0.5585126558424387,14,sample_id,Martin2019,lodo,0.18134448557572372,-0.002874311091495413,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Martin2019,,,19,9,0.3182033476915565,0.2755658116231265,-0.042637536068430015,-0.7346416057484311,0.7522158154156139,0.5152855961487481,8,sample_id,Martin2019,lodo,-0.007972882761821065,-0.03466465330660895,True
Goblet Cells,Goblet cells,negative_control,sample,Martin2019,,,69,17,0.36108186987790836,0.09206152329138968,-0.2690203465865187,-0.683658407548626,0.25963152973985854,0.0026413808891858565,14,sample_id,Martin2019,lodo,-0.2627410012120709,-0.006279345374447798,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Martin2019,,,69,17,0.2822890354207619,-0.08547995490896622,-0.3677689903297281,-0.6614135934676112,0.0016947869381818983,0.00013017619071756646,14,sample_id,Martin2019,lodo,-0.36261525687609675,-0.005153733453631348,True
CD8 IEL,CD8 IEL,negative_control,sample,Martin2019,,,35,11,0.5244006458798863,0.7772343645751548,0.2528337186952685,-0.5315895366263736,1.0438133262784233,0.6245841124210729,15,sample_id,Martin2019,lodo,0.2636890042559594,-0.01085528556069093,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Martin2019,,,30,8,-0.05942314347668961,0.05406210313613766,0.11348524661282727,-0.11902794742921222,0.4401016435827948,0.6752179503100708,13,sample_id,Martin2019,lodo,0.08277409732187474,0.030711149290952533,True
Paneth Cells,Paneth cells,negative_control,sample,Martin2019,,,69,17,0.0020798860311172732,-0.22653261801475266,-0.22861250404586994,-0.36136101036779855,-0.09645676348209879,0.008319978303257902,14,sample_id,Martin2019,lodo,-0.22746175844066202,-0.0011507456052079201,True
CD4 Tfr,Tfr,featured,sample,Wang2020,,,36,11,-0.36035355756256465,-0.4430808599873679,-0.08272730242480325,-0.3749649095031201,0.19390055067300194,0.42860461811363637,16,sample_id,Wang2020,lodo,-0.08272730242480325,0.0,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Wang2020,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Wang2020,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Wang2020,,,31,8,0.18392264233067127,-0.0832644329473761,-0.26718707527804736,-0.503840500357906,-0.055344928865458,0.4935313166556319,14,sample_id,Wang2020,lodo,-0.26718707527804736,0.0,True
Tuft Progenitors,Tuft progenitors,featured,sample,Wang2020,,,66,17,-0.024972757709899342,-0.09728411346556329,-0.07231135575566394,-0.27400242920963036,0.17372590219139497,0.020221322802519585,14,sample_id,Wang2020,lodo,-0.08610899874308402,0.013797642987420075,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Wang2020,,,66,17,0.06343692917824621,0.2246964897124307,0.1612595605341845,-0.24110954791199427,0.6605252430012647,0.6012506897327332,14,sample_id,Wang2020,lodo,0.15251389965465845,0.008745660879526052,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Wang2020,,,66,17,0.13064438543895057,0.3011996445554728,0.17055525911652225,-0.2718232242740511,0.6095752281074633,0.5985943684563854,14,sample_id,Wang2020,lodo,0.18134448557572372,-0.010789226459201468,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Wang2020,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Wang2020,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Wang2020,,,66,17,0.33106013940548995,0.09206152329138968,-0.23899861611410028,-0.6544138406594529,0.2662995407978691,0.004231351255301796,14,sample_id,Wang2020,lodo,-0.2627410012120709,0.02374238509797061,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Wang2020,,,66,17,0.297456658304355,-0.08547995490896622,-0.38293661321332123,-0.6835874277371329,0.012749778706095878,0.0001773705436264588,14,sample_id,Wang2020,lodo,-0.36261525687609675,-0.020321356337224483,True
CD8 IEL,CD8 IEL,negative_control,sample,Wang2020,,,36,11,0.5135453603191954,0.7772343645751548,0.2636890042559594,-0.5172139835858977,1.0143330654343206,0.6241149561615238,16,sample_id,Wang2020,lodo,0.2636890042559594,0.0,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Wang2020,,,31,8,-0.02871199418573709,0.05406210313613766,0.08277409732187474,-0.14924476304135348,0.3728034311089708,0.773262288967739,14,sample_id,Wang2020,lodo,0.08277409732187474,0.0,True
Paneth Cells,Paneth cells,negative_control,sample,Wang2020,,,66,17,0.004510729396999339,-0.22653261801475266,-0.231043347411752,-0.37123760694487695,-0.09926510658289332,0.012655540532513216,14,sample_id,Wang2020,lodo,-0.22746175844066202,-0.003581588971089983,True
CD4 Tfr,Tfr,featured,sample,Wells2025,,,35,11,-0.3565877450986539,-0.4430808599873679,-0.08649311488871403,-0.37700181979435,0.18466735773600332,0.4246176449899708,15,sample_id,Wells2025,lodo,-0.08272730242480325,-0.003765812463910778,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Wells2025,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Wells2025,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Wells2025,,,31,8,0.18392264233067127,-0.0832644329473761,-0.26718707527804736,-0.503840500357906,-0.055344928865458,0.4935313166556319,14,sample_id,Wells2025,lodo,-0.26718707527804736,0.0,True
Tuft Progenitors,Tuft progenitors,featured,sample,Wells2025,,,70,17,-0.011175114722479267,-0.09728411346556329,-0.08610899874308402,-0.2859813184013487,0.1557583521954619,0.013652558439160772,15,sample_id,Wells2025,lodo,-0.08610899874308402,0.0,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Wells2025,,,70,17,0.07218259005777225,0.2246964897124307,0.15251389965465845,-0.24505356385239155,0.6001040442292266,0.526811668941976,15,sample_id,Wells2025,lodo,0.15251389965465845,0.0,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Wells2025,,,70,17,0.1198551589797491,0.3011996445554728,0.18134448557572372,-0.23956151269757495,0.6857531401201392,0.563804472090611,15,sample_id,Wells2025,lodo,0.18134448557572372,0.0,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Wells2025,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Wells2025,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Wells2025,,,70,17,0.35480252450346056,0.09206152329138968,-0.2627410012120709,-0.6760563316979965,0.26465097407739213,0.00271465278783155,15,sample_id,Wells2025,lodo,-0.2627410012120709,0.0,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Wells2025,,,70,17,0.27713530196713054,-0.08547995490896622,-0.36261525687609675,-0.68213573838832,0.02049478456651056,0.00013480786442301957,15,sample_id,Wells2025,lodo,-0.36261525687609675,0.0,True
CD8 IEL,CD8 IEL,negative_control,sample,Wells2025,,,35,11,0.4795018682272645,0.7772343645751548,0.29773249634789034,-0.4827073745203031,1.1343852377837174,0.5885931555671182,15,sample_id,Wells2025,lodo,0.2636890042559594,0.034043492091930916,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Wells2025,,,31,8,-0.02871199418573709,0.05406210313613766,0.08277409732187474,-0.14924476304135348,0.3728034311089708,0.773262288967739,14,sample_id,Wells2025,lodo,0.08277409732187474,0.0,True
Paneth Cells,Paneth cells,negative_control,sample,Wells2025,,,70,17,0.0009291404259093561,-0.22653261801475266,-0.22746175844066202,-0.36717678324141284,-0.10139192592892166,0.007858905395042054,15,sample_id,Wells2025,lodo,-0.22746175844066202,0.0,True
CD4 Tfr,Tfr,featured,sample,Wells2025_2,,,32,11,-0.32981795166277317,-0.4430808599873679,-0.11326290832459474,-0.4439903839001607,0.1615937081133788,0.5681843657269392,15,sample_id,Wells2025_2,lodo,-0.08272730242480325,-0.030535605899791485,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Wells2025_2,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Wells2025_2,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Wells2025_2,,,25,8,0.266614129870187,-0.0832644329473761,-0.34987856281756313,-0.5985035923972557,-0.1183705718260361,0.2453306791580231,13,sample_id,Wells2025_2,lodo,-0.26718707527804736,-0.08269148753951577,True
Tuft Progenitors,Tuft progenitors,featured,sample,Wells2025_2,,,70,17,-0.011175114722479267,-0.09728411346556329,-0.08610899874308402,-0.2859813184013487,0.1557583521954619,0.013652558439160772,15,sample_id,Wells2025_2,lodo,-0.08610899874308402,0.0,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Wells2025_2,,,70,17,0.07218259005777225,0.2246964897124307,0.15251389965465845,-0.24505356385239155,0.6001040442292266,0.526811668941976,15,sample_id,Wells2025_2,lodo,0.15251389965465845,0.0,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Wells2025_2,,,70,17,0.1198551589797491,0.3011996445554728,0.18134448557572372,-0.23956151269757495,0.6857531401201392,0.563804472090611,15,sample_id,Wells2025_2,lodo,0.18134448557572372,0.0,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Wells2025_2,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Wells2025_2,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Wells2025_2,,,70,17,0.35480252450346056,0.09206152329138968,-0.2627410012120709,-0.6760563316979965,0.26465097407739213,0.00271465278783155,15,sample_id,Wells2025_2,lodo,-0.2627410012120709,0.0,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Wells2025_2,,,70,17,0.27713530196713054,-0.08547995490896622,-0.36261525687609675,-0.68213573838832,0.02049478456651056,0.00013480786442301957,15,sample_id,Wells2025_2,lodo,-0.36261525687609675,0.0,True
CD8 IEL,CD8 IEL,negative_control,sample,Wells2025_2,,,32,11,0.38220163659343226,0.7772343645751548,0.39503272798172256,-0.3844299084999469,1.1507704723471779,0.46065440155441184,15,sample_id,Wells2025_2,lodo,0.2636890042559594,0.13134372372576314,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Wells2025_2,,,25,8,-0.06143033590752336,0.05406210313613766,0.11549243904366102,-0.11464992482218285,0.44129712270364696,0.7612780159048594,13,sample_id,Wells2025_2,lodo,0.08277409732187474,0.03271834172178628,True
Paneth Cells,Paneth cells,negative_control,sample,Wells2025_2,,,70,17,0.0009291404259093561,-0.22653261801475266,-0.22746175844066202,-0.36717678324141284,-0.10139192592892166,0.007858905395042054,15,sample_id,Wells2025_2,lodo,-0.22746175844066202,0.0,True
CD4 Tfr,Tfr,featured,sample,Yu2021,,,36,11,-0.36035355756256465,-0.4430808599873679,-0.08272730242480325,-0.3749649095031201,0.19390055067300194,0.42860461811363637,16,sample_id,Yu2021,lodo,-0.08272730242480325,0.0,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Yu2021,,,21,9,-0.0753357788724102,0.041974052121634936,0.11730983099404514,-0.2881189531582199,0.5728367449084697,1.0,9,sample_id,Yu2021,lodo,0.11730983099404514,0.0,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Yu2021,,,31,8,0.18392264233067127,-0.0832644329473761,-0.26718707527804736,-0.503840500357906,-0.055344928865458,0.4935313166556319,14,sample_id,Yu2021,lodo,-0.26718707527804736,0.0,True
Tuft Progenitors,Tuft progenitors,featured,sample,Yu2021,,,68,17,-0.04266191619965199,-0.09728411346556329,-0.0546221972659113,-0.24059509784160737,0.18905787592237824,0.018525417786168466,14,sample_id,Yu2021,lodo,-0.08610899874308402,0.03148680147717272,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Yu2021,,,68,17,0.07545961191731605,0.2246964897124307,0.14923687779511463,-0.2545780210451863,0.6241713299717347,0.5688887129432352,14,sample_id,Yu2021,lodo,0.15251389965465845,-0.003277021859543816,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Yu2021,,,68,17,0.12453431521935103,0.3011996445554728,0.17666532933612178,-0.2634887503565133,0.6607763388732558,0.5925002593814033,14,sample_id,Yu2021,lodo,0.18134448557572372,-0.004679156239601939,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Yu2021,,,21,9,0.28353869438494755,0.2755658116231265,-0.007972882761821065,-0.7632797207863631,0.8229089958579929,0.5156983940653587,9,sample_id,Yu2021,lodo,-0.007972882761821065,0.0,True
Goblet Cells,Goblet cells,negative_control,sample,Yu2021,,,68,17,0.3663918973761128,0.09206152329138968,-0.2743303740847231,-0.6970568533673477,0.25454508018975797,0.0032364261383283043,14,sample_id,Yu2021,lodo,-0.2627410012120709,-0.011589372872652215,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Yu2021,,,68,17,0.2864403447651848,-0.08547995490896622,-0.371920299674151,-0.6799254456357792,-0.021695253730158934,0.00016985076382278324,14,sample_id,Yu2021,lodo,-0.36261525687609675,-0.009305042798054275,True
CD8 IEL,CD8 IEL,negative_control,sample,Yu2021,,,36,11,0.5135453603191954,0.7772343645751548,0.2636890042559594,-0.5172139835858977,1.0143330654343206,0.6241149561615238,16,sample_id,Yu2021,lodo,0.2636890042559594,0.0,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Yu2021,,,31,8,-0.02871199418573709,0.05406210313613766,0.08277409732187474,-0.14924476304135348,0.3728034311089708,0.773262288967739,14,sample_id,Yu2021,lodo,0.08277409732187474,0.0,True
Paneth Cells,Paneth cells,negative_control,sample,Yu2021,,,68,17,0.0021104725903983556,-0.22653261801475266,-0.228643090605151,-0.3705449001019311,-0.1007757747242646,0.010565720737794592,14,sample_id,Yu2021,lodo,-0.22746175844066202,-0.0011813321644889851,True
CD4 Tfr,Tfr,featured,sample,Zheng2024,,,34,11,-0.38027535428083986,-0.4430808599873679,-0.06280550570652804,-0.35603333682796573,0.22985564691714944,0.39062679185966365,15,sample_id,Zheng2024,lodo,-0.08272730242480325,0.01992179671827521,True
Medullary Sinus Endothelial,Med. sinus endo.,featured,sample,Zheng2024,,,19,9,-0.11122525314272408,0.041974052121634936,0.15319930526435901,-0.2518456316095356,0.5860564606471848,0.9594711634840949,8,sample_id,Zheng2024,lodo,0.11730983099404514,0.03588947427031387,True
Follicle Associated Resident Macrophages,FARM,featured,sample,Zheng2024,,,29,8,0.10762617568442243,-0.0832644329473761,-0.19089060863179852,-0.3858807281921789,-0.009991188101656194,0.6766918593591573,13,sample_id,Zheng2024,lodo,-0.26718707527804736,0.07629646664624884,True
Tuft Progenitors,Tuft progenitors,featured,sample,Zheng2024,,,70,17,-0.011175114722479267,-0.09728411346556329,-0.08610899874308402,-0.2859813184013487,0.1557583521954619,0.013652558439160772,15,sample_id,Zheng2024,lodo,-0.08610899874308402,0.0,True
BEST4 Enterocytes,BEST4 enterocytes,featured,sample,Zheng2024,,,70,17,0.07218259005777225,0.2246964897124307,0.15251389965465845,-0.24505356385239155,0.6001040442292266,0.526811668941976,15,sample_id,Zheng2024,lodo,0.15251389965465845,0.0,True
BEST4 Colonocytes,BEST4 colonocytes,featured,sample,Zheng2024,,,70,17,0.1198551589797491,0.3011996445554728,0.18134448557572372,-0.23956151269757495,0.6857531401201392,0.563804472090611,15,sample_id,Zheng2024,lodo,0.18134448557572372,0.0,True
Lamina propria Fibroblasts (S1),S1 fibroblasts,negative_control,sample,Zheng2024,,,19,9,0.17383266276277168,0.2755658116231265,0.10173314886035481,-0.567709947598178,0.8625923630143895,0.6116443831485792,8,sample_id,Zheng2024,lodo,-0.007972882761821065,0.10970603162217588,False
Goblet Cells,Goblet cells,negative_control,sample,Zheng2024,,,70,17,0.35480252450346056,0.09206152329138968,-0.2627410012120709,-0.6760563316979965,0.26465097407739213,0.00271465278783155,15,sample_id,Zheng2024,lodo,-0.2627410012120709,0.0,True
Villus Tip Enterocytes,Villus-tip enterocytes,negative_control,sample,Zheng2024,,,70,17,0.27713530196713054,-0.08547995490896622,-0.36261525687609675,-0.68213573838832,0.02049478456651056,0.00013480786442301957,15,sample_id,Zheng2024,lodo,-0.36261525687609675,0.0,True
CD8 IEL,CD8 IEL,negative_control,sample,Zheng2024,,,34,11,0.5277415392144909,0.7772343645751548,0.24949282536066397,-0.49946145123851127,1.0477804478179942,0.6250725636771647,15,sample_id,Zheng2024,lodo,0.2636890042559594,-0.014196178895295453,True
Homeostatic Macrophages,Homeostatic mac.,negative_control,sample,Zheng2024,,,29,8,-0.006023371419175181,0.05406210313613766,0.06008547455531284,-0.1740948777615187,0.4148810672917023,1.0,13,sample_id,Zheng2024,lodo,0.08277409732187474,-0.022688622766561903,True
Paneth Cells,Paneth cells,negative_control,sample,Zheng2024,,,70,17,0.0009291404259093561,-0.22653261801475266,-0.22746175844066202,-0.36717678324141284,-0.10139192592892166,0.007858905395042054,15,sample_id,Zheng2024,lodo,-0.22746175844066202,0.0,True
